,RHLPS_1,RHLPS_2,RHLPS_3,RHLPS_4,RH_1,RH_2,RH_3,RH_4
TGME49_207400,9586,15537,8405,12546,9586,15967,9249,10074
TGME49_207403,11,14,5,6,11,10,2,8
TGME49_207407,0,1,0,1,0,0,0,0
TGME49_207410,10,12,4,5,10,18,2,8
TGME49_207420,701,923,549,640,701,855,605,555
TGME49_207430,1383,1672,970,1241,1383,1642,1166,1024
TGME49_207440,13570,14852,8266,11236,13570,13329,9575,9681
TGME49_207450,1725,2073,1171,1611,1725,2076,1432,1411
TGME49_207460,1346,1930,1264,1538,1346,1837,1419,1281
TGME49_207470,132,248,192,207,132,219,219,150
TGME49_207480,932,1132,854,1155,932,1081,1012,973
TGME49_207590,672,1060,609,840,672,1072,761,835
TGME49_207600,601,828,635,731,601,801,700,626
TGME49_207610,8,17,0,3,8,16,1,1
TGME49_207620,3125,3628,2121,3002,3125,3243,2501,2566
TGME49_207630,438,412,319,366,438,401,373,346
TGME49_207640,2597,2936,1666,2235,2597,2681,1905,1961
TGME49_207650,1,7,5,3,1,8,11,8
TGME49_207665,37,59,51,37,37,49,77,45
TGME49_207680,1609,2059,1111,1458,1609,1855,1316,1325
TGME49_207690,830,927,486,633,830,887,551,563
TGME49_207700,34,56,7,32,34,41,13,26
TGME49_207710,918,1100,597,731,918,1021,672,654
TGME49_207720,1097,1295,695,947,1097,1102,725,789
TGME49_207730,5,3,1,0,5,5,4,3
TGME49_207740,1,0,1,2,1,1,0,0
TGME49_207750,7777,8658,5074,7115,7777,8466,6074,6254
TGME49_207760,2746,2510,1713,2280,2746,2148,2037,1964
TGME49_207770,1974,1901,1171,1718,1974,1782,1318,1435
TGME49_207780,4,8,1,5,4,4,1,3
TGME49_207790,5,8,5,6,5,3,4,3
TGME49_207800,734,1005,496,657,734,886,634,636
TGME49_207810,0,0,0,0,0,0,0,0
TGME49_207820,2647,3244,1875,2374,2647,2753,2102,2160
TGME49_207830,936,1003,729,919,936,990,724,829
TGME49_207840,9541,11083,5980,7494,9541,10058,6577,6800
TGME49_207865,30,51,36,37,30,49,42,33
TGME49_207875,97,106,70,71,97,90,85,71
TGME49_207880,609,851,409,670,609,836,560,622
TGME49_207900,1559,2018,1141,1577,1559,1935,1333,1341
TGME49_207910,1505,1846,1017,1314,1505,1664,1224,1109
TGME49_207920,670,667,429,604,670,570,533,488
TGME49_207930,1548,2355,1323,1749,1548,2190,1431,1472
TGME49_207940,833,997,517,716,833,897,653,635
TGME49_207950,1314,1541,1091,1192,1314,1502,1193,1199
TGME49_207955,6,10,9,9,6,19,7,9
TGME49_207960,1084,1582,947,1143,1084,1471,1055,985
TGME49_207965,6,5,6,3,6,2,5,1
TGME49_207970,126,158,34,125,126,154,65,72
TGME49_207980,292,325,192,223,292,281,208,226
TGME49_207990,1411,1591,792,1176,1411,1584,1017,994
TGME49_208010,1221,1448,757,1191,1221,1417,1023,995
TGME49_208020,151,161,148,241,151,160,159,171
TGME49_208030,20911,31994,20060,23841,20911,31798,22656,19831
TGME49_208040,1141,1231,709,936,1141,1043,844,833
TGME49_208050,1869,1500,984,1408,1869,1197,1329,1170
TGME49_208070,1948,2160,1275,1957,1948,2020,1704,1664
TGME49_208080,80,72,49,64,80,77,45,54
TGME49_208090,334,370,236,302,334,324,274,238
TGME49_208200,1538,1760,1052,1551,1538,1672,1210,1331
TGME49_208300,1364,1571,943,1201,1364,1414,1147,1000
TGME49_208310,1139,1532,866,1167,1139,1453,1038,1064
TGME49_208320,792,950,642,769,792,889,713,632
TGME49_208330,2,2,2,0,2,2,1,3
TGME49_208340,1348,1409,815,1248,1348,1226,1016,1055
TGME49_208350,1015,1209,672,874,1015,1207,813,764
TGME49_208360,724,857,506,614,724,835,599,552
TGME49_208370,5413,7216,4319,6177,5413,7104,5132,5253
TGME49_208380,0,0,0,0,0,0,0,0
TGME49_208390,690,931,426,622,690,803,535,526
TGME49_208400,3381,3380,2158,3438,3381,3301,2779,2975
TGME49_208410,827,1077,510,784,827,967,611,659
TGME49_208420,2011,2348,1326,1802,2011,2309,1688,1507
TGME49_208430,1178,1612,832,986,1178,1499,972,866
TGME49_208440,2265,2734,1602,1893,2265,2501,1755,1694
TGME49_208450,11445,19112,9781,12822,11445,19435,10733,10534
TGME49_208460,0,0,0,0,0,0,0,0
TGME49_208470,0,0,0,0,0,0,0,0
TGME49_208480,0,0,0,0,0,0,0,0
TGME49_208490,1200,1605,835,1225,1200,1573,934,1111
TGME49_208500,2732,3212,1869,2599,2732,3123,2357,2257
TGME49_208510,1494,1791,984,1523,1494,1756,1275,1310
TGME49_208530,2902,3477,2029,2915,2902,3074,2455,2510
TGME49_208540,922,943,544,758,922,946,666,633
TGME49_208550,1958,2675,1432,2054,1958,2568,1703,1733
TGME49_208560,2692,3214,1862,2273,2692,2598,2202,2088
TGME49_208570,7157,9075,4995,7002,7157,8501,6276,6483
TGME49_208580,866,996,593,814,866,857,637,670
TGME49_208590,2128,2556,1470,1985,2128,2312,1706,1680
TGME49_208710,537,705,454,646,537,616,513,534
TGME49_208718,2034,3084,1590,2511,2034,2964,1826,2021
TGME49_208722,718,1125,554,898,718,1015,617,651
TGME49_208730,734,2862,2989,1446,734,2579,3474,1364
TGME49_208740,3165,5540,6357,4617,3165,4959,7107,4102
TGME49_208750,1192,1403,792,1089,1192,1280,946,980
TGME49_208760,22,28,21,21,22,20,14,15
TGME49_208770,2,0,0,1,2,8,3,0
TGME49_208780,917,1140,698,864,917,1091,788,792
TGME49_208790,1878,2422,1351,1849,1878,2068,1674,1590
TGME49_208800,1376,1884,1132,1388,1376,1767,1322,1293
TGME49_208810,7,21,4,8,7,22,7,8
TGME49_208820,982,916,469,656,982,817,589,564
TGME49_208830,8067,9926,4771,6718,8067,9309,5478,5864
TGME49_208842,4829,4047,2476,3494,4829,3494,2980,3068
TGME49_208850,133,135,108,115,133,112,120,107
TGME49_208910,553,459,320,656,553,435,376,563
TGME49_208970,1975,2364,1094,1725,1975,2157,1381,1548
TGME49_208980,587,630,364,536,587,551,508,466
TGME49_208990,680,962,517,689,680,882,568,639
TGME49_209000,2767,2738,1575,3044,2767,2412,2327,2679
TGME49_209005,0,0,0,0,0,0,0,0
TGME49_209010,350,414,276,316,350,425,324,294
TGME49_209020,532,639,337,482,532,602,406,393
TGME49_209030,35248,47877,27332,37341,35248,43622,30524,31453
TGME49_209040,0,1,0,0,0,0,1,0
TGME49_209045,7,7,0,3,7,13,0,2
TGME49_209050,1448,1786,1063,1762,1448,1718,1247,1467
TGME49_209060,1279,1385,748,1085,1279,1117,949,938
TGME49_209070,1254,1876,1088,1528,1254,1708,1295,1271
TGME49_209080,1228,1613,953,1362,1228,1501,1200,1195
TGME49_209090,776,975,584,697,776,773,678,547
TGME49_209095,480,579,364,409,480,516,378,366
TGME49_209100,1185,1488,793,1221,1185,1303,1032,1060
TGME49_209108,806,965,573,806,806,856,655,593
TGME49_209112,230,243,147,229,230,202,185,176
TGME49_209120,569,736,447,537,569,660,530,492
TGME49_209130,959,720,484,686,959,628,593,540
TGME49_209140,917,1083,633,831,917,935,714,718
TGME49_209150,1735,1833,1211,1838,1735,1772,1464,1494
TGME49_209160,1327,1561,898,1260,1327,1436,1004,1118
TGME49_209170,1202,1067,692,1177,1202,883,864,950
TGME49_209180,31,67,29,41,31,77,45,29
TGME49_209190,1727,2215,1229,1579,1727,2032,1425,1413
TGME49_209200,1532,1381,997,1514,1532,1312,1176,1272
TGME49_209210,2237,2600,1406,2255,2237,2422,1772,1854
TGME49_209230,0,2,0,1,0,0,0,0
TGME49_209240,654,851,445,555,654,809,476,517
TGME49_209250,7809,9200,6477,9603,7809,8710,7869,8155
TGME49_209260,3792,4880,2877,3826,3792,4469,3274,3272
TGME49_209270,611,735,341,577,611,662,501,489
TGME49_209280,1886,2090,1140,1750,1886,1864,1455,1532
TGME49_209290,14364,17481,8500,13343,14364,15626,9757,11611
TGME49_209300,19,19,9,11,19,19,15,8
TGME49_209410,8,15,2,10,8,16,7,7
TGME49_209420,3680,4616,2767,3901,3680,4334,3093,3160
TGME49_209430,795,1054,518,727,795,1070,594,601
TGME49_209440,2868,2873,1835,2634,2868,2439,2481,2318
TGME49_209450,3303,4284,2279,3312,3303,3863,2639,2933
TGME49_209460,448,579,268,404,448,493,352,384
TGME49_209470,2,1,0,1,2,4,1,0
TGME49_209480,1,2,2,0,1,1,1,1
TGME49_209485,2,0,0,2,2,3,2,1
TGME49_209490,1615,2522,1356,1874,1615,2488,1667,1596
TGME49_209500,3256,3453,2043,3263,3256,3312,2744,2983
TGME49_209510,5,3,3,1,5,0,1,0
TGME49_209515,1,0,0,0,1,0,0,0
TGME49_209520,1320,1490,897,1243,1320,1434,1168,1151
TGME49_209530,424,524,291,395,424,464,312,325
TGME49_209540,430,487,322,408,430,452,360,343
TGME49_209550,551,658,385,519,551,639,422,428
TGME49_209560,0,1,0,0,0,0,0,0
TGME49_209570,594,753,468,544,594,783,463,485
TGME49_209580,912,1121,651,839,912,1037,783,804
TGME49_209583,0,3,1,0,0,0,0,0
TGME49_209585,1,6,0,1,1,3,1,2
TGME49_209590,1,1,1,0,1,2,0,0
TGME49_209600,6028,8426,5047,7008,6028,7926,5949,6006
TGME49_209610,869,972,815,947,869,919,964,782
TGME49_209620,7,7,0,3,7,6,2,4
TGME49_209630,452,587,308,438,452,563,376,353
TGME49_209640,300,407,275,298,300,479,296,252
TGME49_209650,648,554,378,639,648,488,468,541
TGME49_209670,152,194,124,161,152,197,145,121
TGME49_209680,738,889,451,682,738,806,561,556
TGME49_209690,758,1072,586,716,758,967,676,659
TGME49_209700,1164,1608,877,1088,1164,1381,992,979
TGME49_209705,7,5,4,8,7,13,1,4
TGME49_209710,965,1208,690,859,965,1077,742,783
TGME49_209720,1212,1417,848,1005,1212,1352,962,880
TGME49_209730,633,640,410,676,633,601,488,561
TGME49_209740,644,707,387,555,644,659,509,491
TGME49_209755,31,48,114,45,31,52,105,37
TGME49_209770,343,358,215,302,343,312,304,239
TGME49_209780,34,29,20,21,34,22,19,23
TGME49_209790,456,464,306,357,456,503,349,326
TGME49_209800,4089,5440,3409,4306,4089,5189,4090,3875
TGME49_209810,0,4,3,2,0,4,3,2
TGME49_209820,401,423,206,330,401,386,272,281
TGME49_209830,214,162,112,155,214,176,112,120
TGME49_209850,1984,2509,1434,1899,1984,2374,1739,1782
TGME49_209860,396,424,225,303,396,388,294,255
TGME49_209870,741,956,520,745,741,886,635,588
TGME49_209880,2404,1997,1407,2373,2404,1899,1813,2134
TGME49_209890,4730,6070,3432,4984,4730,5642,3991,4333
TGME49_209900,352,363,228,293,352,315,223,268
TGME49_209910,6751,7691,4632,6247,6751,7154,4923,5489
TGME49_209920,2,1,0,4,2,1,1,3
TGME49_209930,470,434,345,434,470,431,353,376
TGME49_209940,640,869,446,643,640,823,561,570
TGME49_209945,469,513,321,445,469,515,358,376
TGME49_209950,5798,6851,3793,5310,5798,6223,4466,4614
TGME49_209960,1647,1757,1077,1575,1647,1671,1365,1375
TGME49_209970,1296,1342,857,1122,1296,1332,997,1032
TGME49_209985,238,1304,1356,1112,238,1320,1476,925
TGME49_210095,0,1,0,1,0,1,0,1
TGME49_210100,2,3,1,0,2,1,2,1
TGME49_210210,5,9,1,5,5,9,3,0
TGME49_210220,172,195,124,140,172,151,109,137
TGME49_210230,1318,1701,956,1299,1318,1660,1138,1176
TGME49_210235,194,260,325,342,194,226,369,271
TGME49_210245,385,357,467,587,385,296,614,489
TGME49_210255,1641,1776,1006,1315,1641,1710,1135,1139
TGME49_210260,19,49,5,19,19,40,3,9
TGME49_210270,2046,2239,1622,2442,2046,1913,1941,2187
TGME49_210280,452,521,382,496,452,433,435,452
TGME49_210300,5935,6847,3559,5370,5935,6033,4730,4754
TGME49_210310,869,960,479,826,869,962,726,796
TGME49_210320,49,86,40,53,49,90,50,50
TGME49_210330,7,11,12,8,7,12,6,10
TGME49_210345,749,600,479,796,749,511,571,694
TGME49_210360,1130,1414,776,1132,1130,1315,985,1010
TGME49_210370,5584,4663,3577,5578,5584,4455,4369,4900
TGME49_210380,2230,2590,1413,2115,2230,2482,1693,1842
TGME49_210390,762,967,529,688,762,921,642,603
TGME49_210400,24,45,13,9,24,40,16,11
TGME49_210408,8423,9484,6844,8710,8423,8337,7624,7651
TGME49_210412,143,137,60,137,143,125,97,159
TGME49_210420,1256,1473,1041,1266,1256,1280,1185,1160
TGME49_210430,2117,2139,1585,2491,2117,1863,1847,2131
TGME49_210440,1368,1589,926,1226,1368,1484,1063,1094
TGME49_210450,115,175,88,97,115,162,98,100
TGME49_210460,0,1,1,1,0,1,1,0
TGME49_210470,4,5,2,1,4,1,1,1
TGME49_210478,86,91,57,78,86,75,78,60
TGME49_210482,19,41,19,42,19,29,26,21
TGME49_210490,908,1043,580,884,908,922,688,748
TGME49_210600,28,40,40,39,28,40,27,23
TGME49_210678,0,0,1,2,0,1,1,0
TGME49_210682,114,149,77,76,114,167,81,60
TGME49_210690,22122,27031,13731,19002,22122,24318,15695,16602
TGME49_210700,3287,3713,2089,3354,3287,3229,2952,3070
TGME49_210715,222,227,138,219,222,216,165,149
TGME49_210730,1044,1282,768,1069,1044,1224,864,891
TGME49_210740,2,8,3,2,2,6,2,1
TGME49_210750,602,857,453,566,602,753,487,515
TGME49_210760,628,768,539,681,628,738,600,578
TGME49_210770,188,201,117,157,188,198,146,133
TGME49_210778,1359,1528,818,1109,1359,1356,1080,1029
TGME49_210781,2121,2090,1368,2070,2121,1969,1810,1638
TGME49_210783,1,1,0,2,1,1,1,0
TGME49_210787,281,381,260,293,281,287,276,226
TGME49_210790,1470,1599,915,1293,1470,1461,1186,1145
TGME49_210800,612,810,491,637,612,775,557,548
TGME49_210810,1587,2301,1465,1874,1587,2098,1587,1611
TGME49_210815,0,0,0,1,0,0,1,0
TGME49_210820,2190,1627,1301,2047,2190,1542,1632,1770
TGME49_210830,437,500,318,419,437,476,335,361
TGME49_210840,1557,1751,944,1329,1557,1647,1124,1165
TGME49_210950,4,1,8,7,4,6,2,7
TGME49_210960,957,959,588,813,957,875,711,665
TGME49_210970,0,1,0,1,0,1,0,0
TGME49_210975,148,143,89,104,148,141,89,125
TGME49_210980,1500,1733,951,1470,1500,1685,1170,1314
TGME49_210990,1,2,2,4,1,7,2,3
TGME49_211000,45,41,21,45,45,40,19,30
TGME49_211010,3818,4478,2382,3792,3818,4143,3032,3463
TGME49_211015,1327,1310,867,1141,1327,1307,973,952
TGME49_211020,1820,2044,1265,1711,1820,2074,1587,1478
TGME49_211030,1506,1947,1402,1824,1506,1726,1589,1536
TGME49_211040,3076,3239,2107,2874,3076,3012,2334,2367
TGME49_211050,3,10,2,8,3,4,6,3
TGME49_211060,0,0,0,0,0,0,0,0
TGME49_211070,0,0,0,0,0,0,0,0
TGME49_211080,0,0,0,0,0,0,0,0
TGME49_211090,1763,2349,1281,1845,1763,2347,1554,1634
TGME49_211150,1710,1888,1218,1734,1710,1766,1576,1429
TGME49_211220,1002,995,597,849,1002,923,691,722
TGME49_211230,2470,2986,1644,2355,2470,3002,1950,2079
TGME49_211240,695,852,480,576,695,809,595,494
TGME49_211250,2635,3190,1710,2566,2635,2949,2100,2126
TGME49_211260,7763,8808,5705,8374,7763,8217,6559,7406
TGME49_211270,1846,2274,1757,2696,1846,2211,2003,2199
TGME49_211280,49,153,60,83,49,150,50,62
TGME49_211290,7275,6093,4891,6307,7275,5378,5559,5762
TGME49_211300,334,418,247,307,334,407,298,315
TGME49_211310,1707,2061,1175,1686,1707,1857,1456,1584
TGME49_211320,2,2,1,4,2,6,2,2
TGME49_211330,562,555,285,424,562,467,371,349
TGME49_211340,3058,3460,1846,2688,3058,3067,2323,2443
TGME49_211350,1902,2094,1314,1867,1902,2046,1676,1655
TGME49_211360,28,54,11,17,28,59,21,25
TGME49_211370,4,10,4,4,4,9,0,5
TGME49_211380,0,1,0,1,0,1,1,0
TGME49_211385,2,1,1,0,2,0,0,1
TGME49_211390,448,551,246,367,448,487,337,331
TGME49_211400,517,712,380,492,517,665,481,425
TGME49_211410,1169,1322,740,1004,1169,1184,918,841
TGME49_211420,4654,6181,2953,3960,4654,5722,3372,3446
TGME49_211430,4,18,5,5,4,22,2,6
TGME49_211440,1759,2037,1066,1592,1759,1922,1280,1335
TGME49_211450,882,997,517,737,882,864,669,680
TGME49_211460,4654,5834,3154,4593,4654,5560,3899,3974
TGME49_211470,214,226,164,199,214,192,203,155
TGME49_211480,693,835,446,590,693,656,526,496
TGME49_211600,2052,2662,1405,2250,2052,2690,1722,1898
TGME49_211610,1303,1887,1005,1405,1303,1793,1182,1270
TGME49_211630,6807,10071,5176,7464,6807,9683,5985,6625
TGME49_211640,1958,1905,1071,1741,1958,1863,1388,1445
TGME49_211650,1343,1607,964,1328,1343,1560,1175,1254
TGME49_211660,181,240,141,208,181,184,185,156
TGME49_211670,999,1294,719,1032,999,1222,756,821
TGME49_211675,7,17,3,6,7,8,2,4
TGME49_211680,13326,14842,9722,13075,13326,13241,10975,11493
TGME49_211690,1912,2221,1171,1698,1912,2103,1512,1384
TGME49_211695,172,202,150,169,172,241,189,137
TGME49_211700,1638,1814,1038,1636,1638,1695,1378,1339
TGME49_211710,2996,3917,2297,2956,2996,3730,2669,2529
TGME49_211720,8868,8124,5550,8541,8868,7077,6810,7414
TGME49_211730,1214,1292,858,1041,1214,1060,1067,972
TGME49_211850,1479,1753,1307,1604,1479,1713,1429,1381
TGME49_211860,1062,1572,777,1139,1062,1427,877,1094
TGME49_211870,572,900,436,563,572,858,508,524
TGME49_211880,183,244,141,184,183,204,161,146
TGME49_211890,1685,2240,1135,1772,1685,2007,1541,1710
TGME49_211910,7,2,2,1,7,0,2,2
TGME49_211920,0,0,0,1,0,0,1,0
TGME49_212030,1,5,0,1,1,0,1,1
TGME49_212045,0,0,0,0,0,1,2,1
TGME49_212060,0,0,1,0,0,0,0,0
TGME49_212075,2,8,6,5,2,12,9,11
TGME49_212090,1328,1740,907,1514,1328,1776,1089,1364
TGME49_212100,617,839,381,561,617,812,471,474
TGME49_212110,298,404,217,320,298,379,287,246
TGME49_212130,1730,2117,1239,1807,1730,1840,1380,1516
TGME49_212140,1582,1827,1069,1569,1582,1621,1267,1282
TGME49_212145,21,25,15,24,21,31,19,22
TGME49_212150,909,930,620,825,909,857,728,696
TGME49_212160,194,320,159,203,194,321,148,185
TGME49_212170,1189,1227,641,1037,1189,1063,691,878
TGME49_212180,27,29,5,13,27,30,8,20
TGME49_212190,3628,4514,2653,3624,3628,4226,3188,3159
TGME49_212200,1749,2404,1236,1586,1749,2214,1405,1465
TGME49_212210,1921,2407,1311,1795,1921,2267,1567,1596
TGME49_212220,3569,4669,2698,3668,3569,4237,3224,3251
TGME49_212230,0,0,0,0,0,0,0,0
TGME49_212240,11,11,4,2,11,16,6,2
TGME49_212250,3847,4792,2503,3375,3847,4588,2976,2970
TGME49_212260,2127,2534,1481,1854,2127,2431,1787,1630
TGME49_212270,9757,14394,8370,10578,9757,14689,9674,8946
TGME49_212275,29,54,22,29,29,29,29,31
TGME49_212280,28,25,26,23,28,32,24,20
TGME49_212290,13405,15603,8091,11711,13405,14231,9227,10391
TGME49_212300,10871,15336,8050,11573,10871,15138,9798,9742
TGME49_212310,4234,5362,3098,3869,4234,4792,3361,3394
TGME49_212410,196,191,83,172,196,143,133,115
TGME49_212420,25,35,9,23,25,29,27,25
TGME49_212710,3,3,6,0,3,1,4,4
TGME49_212725,922,1082,695,869,922,1026,758,759
TGME49_212735,811,800,553,648,811,639,653,587
TGME49_212740,1,5,2,0,1,0,1,4
TGME49_212750,0,0,0,0,0,0,0,0
TGME49_212760,363,420,168,285,363,359,234,283
TGME49_212770,5260,7470,4895,6824,5260,6982,5805,5715
TGME49_212775,0,0,1,1,0,0,0,1
TGME49_212780,424,351,323,569,424,333,369,493
TGME49_212800,778,811,585,712,778,684,701,624
TGME49_212810,278,345,163,250,278,250,189,211
TGME49_212820,1185,1399,759,1082,1185,1274,932,901
TGME49_212830,15,17,14,8,15,19,6,13
TGME49_212840,847,1107,655,808,847,1020,741,695
TGME49_212850,1943,2791,1551,2090,1943,2620,1803,1913
TGME49_212860,1230,1551,862,1246,1230,1498,1013,1040
TGME49_212880,3837,4208,2597,4279,3837,3498,3433,3930
TGME49_212900,3019,3956,2844,4095,3019,3955,3295,3521
TGME49_212910,3,7,2,8,3,13,4,2
TGME49_212920,673,1032,530,708,673,943,652,573
TGME49_212930,489,557,333,466,489,493,378,410
TGME49_212937,2,7,1,2,2,4,2,1
TGME49_212940,245,242,137,233,245,189,200,172
TGME49_212950,389,426,286,415,389,392,294,346
TGME49_212955,221,287,149,178,221,245,133,179
TGME49_212960,681,913,477,664,681,822,570,551
TGME49_212970,197,344,182,207,197,246,226,154
TGME49_212980,8656,11268,6536,10418,8656,10645,7930,8754
TGME49_212990,2033,2523,1539,1964,2033,2535,1804,1517
TGME49_213000,410,478,293,367,410,425,314,303
TGME49_213010,1243,1169,734,1025,1243,1025,913,898
TGME49_213020,2030,2095,1095,1767,2030,1981,1366,1532
TGME49_213030,2506,2645,1631,2346,2506,2257,1986,1983
TGME49_213040,1232,1481,777,1281,1232,1338,995,1076
TGME49_213050,12227,19243,10054,13264,12227,18726,11480,11442
TGME49_213060,1812,1970,1159,1810,1812,1825,1536,1528
TGME49_213065,97,120,77,101,97,98,106,88
TGME49_213067,789,980,666,764,789,940,874,772
TGME49_213069,269,276,176,235,269,242,193,202
TGME49_213072,1272,1197,701,1089,1272,1050,888,830
TGME49_213100,481,577,314,411,481,642,370,380
TGME49_213115,412,517,288,387,412,531,338,323
TGME49_213240,948,1044,640,786,948,917,762,688
TGME49_213255,640,735,406,524,640,654,519,522
TGME49_213280,9686,14392,7995,10659,9686,14729,9157,9103
TGME49_213290,10,11,2,6,10,12,8,3
TGME49_213300,1090,1343,619,1007,1090,1145,830,852
TGME49_213310,1127,1244,792,1146,1127,1208,1050,924
TGME49_213325,1682,1494,970,1409,1682,1271,1191,1231
TGME49_213340,29,46,2,20,29,52,8,9
TGME49_213350,10291,11753,5948,8838,10291,10829,6743,7678
TGME49_213360,2,0,0,0,2,3,0,0
TGME49_213370,1717,1713,987,1709,1717,1633,1285,1554
TGME49_213380,9,1,3,3,9,2,3,6
TGME49_213388,855,781,484,849,855,710,638,702
TGME49_213392,5171,4841,3131,4882,5171,4537,3779,3996
TGME49_213400,2151,2321,1418,2159,2151,2146,1631,1763
TGME49_213410,1996,2407,1276,1622,1996,2136,1445,1409
TGME49_213415,177,216,121,172,177,221,134,136
TGME49_213420,449,553,308,402,449,553,349,345
TGME49_213430,0,0,1,2,0,0,1,0
TGME49_213445,3912,5570,2929,4003,3912,5548,3434,3407
TGME49_213460,124,146,80,82,124,153,87,76
TGME49_213480,133,212,129,131,133,181,172,130
TGME49_213490,646,753,481,542,646,776,506,469
TGME49_213500,0,0,0,0,0,0,0,0
TGME49_213510,0,0,0,0,0,1,0,0
TGME49_213520,2022,2241,1337,1905,2022,1998,1629,1565
TGME49_213530,9,11,2,7,9,8,4,4
TGME49_213550,2172,2295,1328,2021,2172,2073,1655,1619
TGME49_213560,34,63,8,29,34,72,13,20
TGME49_213570,3149,3800,2060,2485,3149,3501,2338,2145
TGME49_213580,4726,5147,2785,3333,4726,4682,3149,2956
TGME49_213590,1674,1818,1100,1523,1674,1763,1285,1312
TGME49_213600,676,942,477,690,676,862,589,562
TGME49_213610,6717,8518,4957,7006,6717,8023,6169,6166
TGME49_213620,5016,5877,2941,4536,5016,5651,3509,3871
TGME49_213635,7243,9186,5049,6470,7243,9533,5669,5383
TGME49_213650,1492,1880,1016,1366,1492,1835,1200,1170
TGME49_213660,13352,14616,8110,12359,13352,12918,10467,11400
TGME49_213670,1312,1600,755,1224,1312,1437,990,1067
TGME49_213680,581,669,343,496,581,633,447,458
TGME49_213690,579,716,380,550,579,649,433,436
TGME49_213700,372,526,305,440,372,472,406,363
TGME49_213710,2174,2211,1366,1751,2174,2026,1703,1591
TGME49_213720,26,51,30,26,26,57,46,18
TGME49_213730,2094,3336,1850,2275,2094,3395,2151,1917
TGME49_213740,1552,2140,1275,1539,1552,2013,1468,1248
TGME49_213746,432,576,320,455,432,611,394,426
TGME49_213748,164,234,139,161,164,197,151,145
TGME49_213752,123,116,89,121,123,100,103,107
TGME49_213760,1,9,1,1,1,3,0,1
TGME49_213770,1575,1925,1225,1669,1575,1832,1373,1410
TGME49_213780,398,427,240,375,398,418,302,297
TGME49_213790,1140,1097,740,1093,1140,967,956,932
TGME49_213800,3300,4127,2425,3234,3300,3804,2711,2681
TGME49_213810,541,515,377,510,541,484,486,418
TGME49_213820,2296,2109,1448,1880,2296,1721,1769,1696
TGME49_213830,1201,1654,936,1160,1201,1462,1007,1040
TGME49_213840,3,0,1,1,3,1,1,2
TGME49_213850,9,10,5,3,9,11,7,5
TGME49_213860,0,0,1,0,0,0,1,0
TGME49_213870,1870,1928,1201,1770,1870,1869,1380,1608
