Geneid,Mock_1,Mock_2,Mock_3,Mock_4,LPS_1,LPS_2,LPS_3,LPS_4
ACAP2,6666,4617,4545,4857,3765,2801,4088,2565
ACAP3,333,492,461,292,259,333,594,227
ACAT1,34,21,24,31,17,23,69,7
ACAT2,80,50,92,69,450,372,625,205
ACBD3,230,257,259,226,249,309,471,283
ACBD3-AS1,2,0,2,1,1,0,3,0
ACBD4,30,30,62,22,59,34,107,26
ACBD5,794,854,703,624,184,359,466,253
ACBD6,35,20,64,33,27,17,107,17
ACBD7,0,1,1,0,0,0,2,0
ACBD7-DCLRE1CP1,0,0,0,0,0,0,0,0
ACCS,117,123,488,179,95,93,522,112
ACCSL,0,0,0,0,0,0,0,0
ACD,272,283,283,243,526,216,521,201
ACE,8,4,8,0,15,4,21,1
ACE2,4,0,0,3,0,0,1,0
ACE2-DT,0,0,0,0,0,0,0,0
ACER1,1,0,1,1,1,1,3,0
ACER2,4,0,7,4,4,1,13,2
ACER3,261,347,229,97,183,258,276,84
ACHE,0,0,4,2,4,1,11,6
ACIN1,4262,3663,3909,3792,3103,3031,5342,3147
ACKR1,0,0,0,0,0,0,0,0
ACKR2,15,9,12,10,15,2,22,8
ACKR3,12,5,11,1,82,15,43,5
ACKR4,0,1,4,3,0,1,4,0
ACLY,1155,903,1296,971,708,576,1436,597
ACMSD,3,4,2,3,2,3,7,4
ACO1,509,115,370,135,1030,259,1161,382
ACO2,227,249,356,196,350,277,524,251
ACOD1,4,1,1,0,1208,358,1109,383
ACOT1,0,1,1,3,1,0,8,0
ACOT11,8,7,17,12,8,7,10,7
ACOT12,10,1,5,6,4,5,7,5
ACOT13,417,673,372,470,355,767,670,437
ACOT2,13,4,29,6,24,18,55,8
ACOT4,2,0,4,0,1,0,4,0
ACOT6,0,0,0,0,0,0,0,0
ACOT7,13,5,21,17,11,6,44,7
ACOT8,201,192,133,115,75,118,174,71
ACOT9,3319,2750,1316,1528,4712,3093,3062,2097
ACOX1,7278,3997,5905,5068,6928,3636,10367,4378
ACOX2,0,0,0,0,0,0,1,0
ACOX3,164,170,234,112,187,189,335,149
ACOXL,13,26,15,5,3,14,15,8
ACOXL-AS1,1,1,0,1,0,1,2,1
ACP1,110,64,166,67,87,59,248,64
ACP2,54,60,81,40,116,122,186,96
ACP3,303,224,233,271,191,192,278,193
ACP4,0,0,0,0,1,0,1,0
ACP5,320,247,491,242,214,216,597,346
ACP6,436,294,440,179,145,353,608,140
ACP7,0,0,2,0,0,2,2,0
ACR,0,0,0,0,0,0,0,0
ACR_1,0,0,0,0,0,0,0,0
ACRBP,87,130,107,59,68,151,117,75
ACRV1,0,0,0,0,0,0,0,0
ACSBG1,2,1,1,0,1,1,1,0
ACSBG2,0,0,1,0,1,0,2,0
ACSF2,74,33,64,46,29,18,52,22
ACSF3,123,50,134,56,93,56,194,51
ACSL1,20051,17532,11354,17540,111649,48196,57909,55913
ACSL3,528,456,413,577,311,217,369,267
ACSL3-AS1,5,4,5,2,6,0,3,3
ACSL4,3801,2208,1845,2397,2845,1758,1988,2318
ACSL5,608,878,673,502,7246,6720,7658,6251
ACSL6,17,6,41,5,26,10,74,4
ACSL6-AS1,0,0,0,0,0,0,0,0
ACSM1,22,7,16,17,9,4,15,9
ACSM2A,0,0,0,0,0,0,0,0
ACSM2B,0,0,0,0,0,0,0,0
ACSM3,122,43,93,66,67,18,132,43
ACSM4,0,0,0,0,0,0,0,0
ACSM5,0,0,0,0,0,0,0,0
ACSM6,0,0,0,1,0,0,1,0
ACSS1,200,121,371,239,185,189,562,237
ACSS2,844,1059,764,774,204,372,379,199
ACSS3,1,0,2,1,1,0,0,0
ACTA1,4,3,6,1,1,1,2,1
ACTA2,40,4,22,25,54,28,62,35
ACTA2-AS1,3,0,3,1,4,0,7,0
ACTB,74838,198641,85696,93684,89262,225759,131101,82849
ACTBL2,0,2,0,0,1,0,0,0
ACTC1,0,1,0,1,1,0,0,1
ACTE1P,0,0,0,0,0,0,0,0
ACTG1,7,19,6,4,4,7,5,7
ACTG1_1,0,5,5,0,3,6,3,3
ACTG1P17,2,1,1,0,1,0,4,3
ACTG1P20,81,102,83,53,79,105,129,68
ACTG1P25,6,4,11,3,3,6,7,2
ACTG1P4,13,11,13,10,6,15,31,12
ACTG2,2,1,1,1,2,4,0,1
ACTL10,7,6,8,3,7,5,21,6
ACTL6A,69,50,88,54,54,42,185,44
ACTL6B,1,0,0,1,1,0,0,0
ACTL7A,0,0,0,1,0,0,0,0
ACTL7B,0,0,0,0,0,0,1,0
ACTL8,0,0,0,0,0,0,0,0
ACTL9,0,0,0,0,0,0,1,0
ACTMAP,38,46,79,57,50,89,137,79
ACTN1,11299,12655,9830,11323,1866,4877,4798,2190
ACTN1-DT,0,1,1,0,0,1,0,0
ACTN2,0,0,0,0,0,0,0,0
ACTN3,0,0,0,0,0,0,0,0
ACTN4,0,0,0,0,0,0,0,0
ACTN4_1,1,0,0,2,0,2,0,0
ACTR10,601,601,472,571,697,757,948,567
ACTR1A,1642,1866,1602,1746,2898,2918,3882,2639
ACTR1B,0,0,0,0,0,0,0,0
ACTR1B_1,0,0,0,0,0,0,0,0
ACTR2,11216,11436,8921,9846,13985,12477,15396,9727
ACTR3,7299,7948,5794,6800,15311,14830,16045,11452
ACTR3-AS1,1,9,12,14,10,17,24,10
ACTR3B,34,30,29,23,24,14,31,8
ACTR3BP2,0,0,0,0,0,0,0,0
ACTR3BP5,0,0,0,0,0,0,0,0
ACTR3BP5_1,0,0,0,0,0,0,0,0
ACTR3C,11,9,17,11,49,10,50,24
ACTR5,43,21,61,23,56,23,134,31
ACTR6,100,34,76,86,71,38,148,60
ACTR8,305,255,318,271,162,173,359,118
ACTRT1,0,0,1,0,0,0,0,0
ACTRT2,0,0,0,0,0,0,0,0
ACTRT3,0,0,1,0,0,0,3,0
ACVR1,108,64,83,51,61,53,119,22
ACVR1B,612,576,550,463,987,1186,1567,844
ACVR1C,11,3,9,1,16,5,19,2
ACVR2A,29,5,42,13,60,29,74,15
ACVR2B,23,9,57,8,35,12,71,13
ACVR2B-AS1,0,0,0,1,0,0,0,0
ACVRL1,0,0,0,0,0,4,0,1
ACY1,0,0,0,0,0,0,0,0
ACY3,0,0,0,0,1,0,2,0
ACYP1,5,2,9,2,9,6,12,2
ACYP2,29,23,27,26,14,19,35,16
ADA,123,54,236,55,1138,459,909,345
ADA2,181,132,257,111,127,107,316,84
ADAD1,0,0,0,0,0,0,0,0
ADAD2,0,0,0,0,7,4,0,1
ADAL,9,3,11,3,14,5,34,10
ADAM10,4679,5025,2518,3940,2476,4727,2354,2862
ADAM11,3,5,7,4,9,5,14,5
ADAM12,14,2,10,1,15,1,30,2
ADAM15,7,18,6,9,2,13,12,4
ADAM15-EFNA4,0,0,1,0,0,0,0,0
ADAM17,1065,821,887,792,4618,3497,4243,3266
ADAM18,0,0,0,0,0,0,0,0
ADAM18_1,0,0,0,0,0,0,0,0
ADAM19,711,607,700,1167,482,433,908,500
ADAM2,0,0,0,0,0,0,0,0
ADAM2_1,0,0,0,0,0,0,0,0
ADAM20,32,30,30,45,45,34,50,39
ADAM20P1,3,2,4,7,2,4,15,4
ADAM21,3,0,0,1,0,0,2,0
ADAM21P1,0,0,0,0,0,0,0,0
ADAM22,9,6,14,4,14,5,18,1
ADAM23,3,0,4,0,3,0,6,0
ADAM28,990,325,286,170,700,309,472,158
ADAM29,0,0,0,0,0,0,0,0
ADAM30,0,0,0,0,0,0,0,0
ADAM32,0,0,0,0,0,0,0,0
ADAM32_1,0,0,0,0,0,0,0,0
ADAM33,0,0,0,0,0,0,0,0
ADAM3A,0,0,0,0,0,0,0,0
ADAM3B,0,0,0,0,0,0,1,0
ADAM5,0,0,0,0,0,0,0,0
ADAM5_1,0,0,0,0,0,0,0,0
ADAM6,0,0,0,0,0,0,0,0
ADAM6_1,0,0,0,0,0,0,0,0
ADAM7,0,0,0,0,0,0,0,0
ADAM7-AS1,1,1,1,0,1,1,1,1
ADAM7-AS2,0,0,0,0,0,0,0,0
ADAM8,41093,61915,32590,33942,60998,77797,57484,48570
ADAM9,482,509,309,261,348,1055,588,274
ADAM9_1,0,0,0,0,0,0,0,0
ADAMDEC1,4,0,2,0,108,26,32,4
ADAMTS1,0,0,1,0,3,0,2,1
ADAMTS10,125,55,345,21,154,52,616,21
ADAMTS12,0,1,0,0,1,0,0,1
ADAMTS12_1,0,0,0,0,0,0,0,0
ADAMTS13,0,0,0,0,0,0,0,0
ADAMTS13_1,0,0,0,0,0,0,0,0
ADAMTS14,1,0,1,0,0,1,2,2
ADAMTS15,0,0,0,0,0,0,0,0
ADAMTS16,0,0,0,0,0,0,1,0
ADAMTS16-DT,0,0,0,0,0,0,0,0
ADAMTS17,7,4,24,4,15,1,39,11
ADAMTS18,0,0,0,0,0,0,0,0
ADAMTS19,0,0,0,0,0,0,0,0
ADAMTS19-AS1,0,0,0,0,0,0,0,0
ADAMTS2,0,0,0,0,0,0,1,0
ADAMTS2_1,0,0,0,0,0,0,0,0
ADAMTS20,0,0,0,0,0,0,0,0
ADAMTS3,0,0,0,0,0,0,0,0
ADAMTS4,0,2,6,0,2,1,4,0
ADAMTS5,0,0,0,0,0,0,0,0
ADAMTS6,7,1,25,12,10,7,35,6
ADAMTS7,1,2,19,2,6,11,20,6
ADAMTS7P1,1,3,1,0,2,0,2,0
ADAMTS7P1_1,0,6,1,3,0,0,3,1
ADAMTS8,0,2,0,0,0,0,2,2
ADAMTS9,0,0,0,0,0,0,0,0
ADAMTS9-AS1,0,0,0,0,0,0,0,0
ADAMTS9-AS2,0,0,0,0,0,0,0,0
ADAMTSL1,0,0,1,0,0,0,0,0
ADAMTSL2,3,0,2,0,5,1,21,0
ADAMTSL3,0,0,0,0,0,0,0,0
ADAMTSL3_1,0,0,0,0,0,0,0,0
ADAMTSL4,1811,2751,2013,1069,2504,3949,5457,1821
ADAMTSL4-AS1,160,243,176,66,381,436,596,212
ADAMTSL4-AS2,309,537,360,179,453,841,924,368
ADAMTSL5,2,0,4,1,2,2,6,0
ADAP1,599,1279,995,1295,328,639,879,521
ADAP2,0,0,0,0,0,0,0,0
ADAP2_1,0,0,0,0,0,0,0,0
ADAR,21117,14438,14699,18760,42983,18352,45328,24908
ADARB1,1217,1409,1414,772,632,288,1482,443
ADARB2,121,0,103,51,42,0,97,27
ADARB2-AS1,0,0,0,0,0,0,0,0
ADAT1,358,396,529,321,3343,1687,3575,2125
ADAT2,53,22,104,24,56,23,208,49
ADAT3,28,34,24,13,8,34,34,6
ADCK1,9,50,21,6,6,31,33,7
ADCK2,26,19,64,21,28,22,97,18
ADCK5,0,0,0,0,0,0,0,0
ADCK5_1,0,0,0,0,0,0,0,0
ADCY1,0,0,0,0,0,1,0,0
ADCY10,6,7,3,6,4,4,4,2
ADCY10P1,166,183,141,198,122,210,167,170
ADCY2,0,0,0,0,0,0,0,1
ADCY3,39,18,78,14,59,74,185,44
ADCY4,9,0,0,1,0,2,0,0
ADCY4_1,0,0,0,0,0,0,0,0
ADCY5,5,4,3,0,5,4,3,4
ADCY6,3,1,3,0,1,2,1,1
ADCY6-DT,0,0,0,0,0,0,0,0
ADCY7,3290,2694,3216,2408,1112,1970,3390,1452
ADCY8,0,0,0,0,0,0,0,0
ADCY9,21,11,59,12,99,20,160,37
ADCYAP1,0,0,0,0,0,0,0,0
ADCYAP1R1,0,0,0,0,0,0,0,0
ADD1,3259,3690,2840,2965,2117,3049,3488,1953
ADD2,5,3,8,2,19,3,34,3
ADD3,2613,1558,1415,2148,937,752,1470,706
ADD3-AS1,0,6,1,4,0,2,1,1
ADGB,3,0,1,0,1,0,1,1
ADGB-DT,0,0,0,0,0,0,1,0
ADGRA1,0,0,0,0,0,0,2,0
ADGRA1-AS1,0,0,0,0,0,0,0,0
ADGRA2,4,0,0,1,5,2,2,1
ADGRA3,2,0,13,2,0,1,17,0
ADGRB1,14,10,10,10,119,48,103,107
ADGRB2,0,0,5,1,1,1,2,2
ADGRB3,0,0,0,0,0,0,0,0
ADGRB3-DT,0,0,0,1,0,0,0,0
ADGRD1,3,0,3,1,0,0,0,0
ADGRD1-AS1,0,0,0,0,0,0,0,0
ADGRD2,0,0,0,0,0,0,0,0
ADGRE1,1043,767,888,688,9348,4296,4004,2996
ADGRE2,20466,21412,7340,19403,20085,17070,10740,18138
ADGRE3,7842,8298,7498,8503,6049,6456,10689,6035
ADGRE4P,3039,944,2100,1891,2549,956,2848,1635
ADGRE5,4099,8987,5322,5872,12672,29058,22158,17248
ADGRF1,0,0,0,0,0,0,0,0
ADGRF2,0,1,0,0,0,0,0,0
ADGRF3,1,1,4,1,6,2,9,2
ADGRF4,0,0,0,0,0,0,0,0
ADGRF5,0,0,0,0,0,0,0,0
ADGRF5-AS1,0,0,0,0,0,0,0,0
ADGRG1,128,191,487,200,104,100,684,176
ADGRG2,26,10,9,4,16,8,9,7
ADGRG3,29127,38616,23517,26237,24502,19984,29175,17398
ADGRG4,0,0,0,0,0,0,0,0
ADGRG5,201,83,214,185,303,109,442,213
ADGRG6,0,0,2,0,0,0,3,0
ADGRG7,0,0,0,0,0,0,0,0
ADGRL1,0,1,0,0,0,0,0,0
ADGRL1_1,0,0,0,0,0,0,0,0
ADGRL1-AS1,0,0,0,0,0,0,0,0
ADGRL1-AS1_1,0,0,0,0,0,0,0,0
ADGRL2,0,0,0,0,0,0,0,0
ADGRL3,1,0,0,0,0,0,0,0
ADGRL3-AS1,0,0,0,0,0,0,0,0
ADGRL4,0,0,0,0,0,0,0,0
ADGRV1,7,8,11,1,11,13,19,11
ADH1A,0,0,0,0,0,0,0,0
ADH1B,0,0,0,0,0,0,0,0
ADH1C,0,0,0,0,0,0,0,0
ADH4,0,1,0,0,0,0,0,1
ADH5,89,37,140,58,88,38,232,54
ADH6,0,0,0,0,0,0,0,0
ADH7,0,0,0,0,0,0,0,0
ADHFE1,26,10,36,18,28,10,67,11
ADI1,41,44,54,44,19,26,59,18
ADI1_1,0,0,0,0,0,0,0,0
ADIG,1,0,0,0,0,0,0,0
ADIPINT,0,0,0,0,0,0,0,0
ADIPOQ,1,0,0,1,0,0,2,0
ADIPOQ-AS1,0,0,1,0,0,0,0,0
ADIPOR1,8174,11264,6301,9025,3425,4486,4557,3593
ADIPOR2,0,0,3,2,0,2,0,0
ADIPOR2_1,0,0,0,0,0,0,0,0
ADIRF,0,0,0,0,0,0,0,0
ADIRF-AS1,0,0,7,3,3,2,9,0
ADISSP,6,18,15,8,9,19,31,5
ADK,194,92,191,83,102,74,267,63
ADM,2271,2693,1025,2230,16120,11398,9871,11785
ADM2,11,10,12,3,10,6,25,0
ADM5,1,0,3,0,3,2,4,4
ADNP,2158,2030,2004,1834,1341,1652,2772,1375
ADNP2,520,570,462,461,1576,1372,1472,1251
ADNP-AS1,32,14,29,16,38,21,30,16
ADO,66,27,89,34,66,78,169,48
ADORA1,1,1,0,0,0,0,0,0
ADORA2A,19,29,28,4,437,405,513,322
ADORA2A-AS1,52,35,54,14,1649,707,1149,630
ADORA2B,20,28,18,4,12,35,21,1
ADORA3,299,157,385,267,267,230,632,308
ADPGK,5032,4860,3703,4119,7221,4697,7012,4745
ADPGK-AS1,22,9,13,11,46,15,32,14
ADPRH,22,18,50,28,193,186,238,148
ADPRHL1,22,30,27,14,9,32,29,19
ADPRM,103,55,78,66,98,77,158,80
ADPRS,170,238,227,182,123,142,291,108
ADRA1A,0,0,1,0,0,0,0,0
ADRA1B,0,1,1,0,0,0,1,0
ADRA1D,0,0,0,0,0,0,0,0
ADRA2A,1,0,1,1,2,0,1,0
ADRA2B,3,7,5,3,19,24,54,8
ADRA2C,0,0,0,0,0,0,0,0
ADRB1,0,2,0,0,2,0,1,1
ADRB2,32,12,53,29,37,28,87,26
ADRB3,0,0,0,0,0,0,0,0
ADRM1,1131,1599,1081,1040,1461,2090,2003,1352
ADSL,136,137,200,94,117,89,283,103
ADSS1,1,0,2,1,2,0,8,0
ADSS2,1209,2396,2224,3021,254,991,1059,526
ADTRP,15,6,17,3,68,19,98,5
AEBP1,22,22,64,33,23,21,110,31
AEBP2,233,185,205,146,346,294,467,237
AEN,34,32,67,16,98,88,180,36
AFAP1,15,5,43,63,21,13,79,27
AFAP1-AS1,0,0,0,2,0,0,1,0
AFAP1L1,4,1,1,0,4,1,0,0
AFAP1L2,3,0,7,2,3,2,5,0
AFDN,164,308,749,713,78,161,583,312
AFDN-DT,0,0,0,1,0,0,0,0
AFF1,2551,1302,1884,1929,665,1311,1807,808
AFF1-AS1,1,0,2,3,1,0,2,0
AFF2,43,12,40,20,41,17,49,16
AFF3,18,2,61,35,45,10,97,46
AFF4,3511,1668,2142,1895,4026,3009,4249,2429
AFF4-DT,0,0,0,0,0,2,0,0
AFG1L,4,2,6,5,7,4,12,1
AFG2A,9,2,31,4,15,4,33,8
AFG2B,532,321,334,216,762,476,716,287
AFG3L1P,134,110,162,111,73,67,232,46
AFG3L2,78,51,125,53,108,61,195,65
AFM,0,0,0,0,0,0,0,0
AFMID,11,11,10,6,5,1,7,2
AFP,0,0,0,0,0,0,0,0
AFTPH,3044,2453,2145,2281,8624,7299,8080,5826
AFTPH-DT,5,1,4,4,71,56,54,33
AGA,30,24,48,23,27,21,84,31
AGA-DT,2,1,1,0,1,1,4,1
AGAP1,5,1,24,7,6,1,31,4
AGAP10P,11,6,18,11,3,1,5,1
AGAP11,0,0,2,1,0,0,1,0
AGAP12P,0,0,0,0,0,0,0,0
AGAP12P_1,0,0,0,0,0,0,0,0
AGAP13P,0,2,3,3,0,2,1,2
AGAP14P,9,9,30,12,6,3,4,2
AGAP1-IT1,0,0,0,0,0,0,0,0
AGAP2,1468,2247,1586,1319,831,586,1032,428
AGAP2-AS1,10,15,14,11,7,10,4,4
AGAP3,963,621,1167,652,4566,12111,10050,7620
AGAP4,2,3,0,5,2,1,4,6
AGAP5,1,0,4,1,2,1,6,0
AGAP6,4,1,11,1,2,2,8,1
AGAP7P,84,33,179,93,11,20,51,16
AGAP9,0,0,0,0,1,0,0,0
AGBL1,0,0,0,0,0,0,0,0
AGBL1-AS1,0,0,0,0,0,0,0,0
AGBL2,0,1,0,0,0,0,0,0
AGBL2_1,0,0,0,0,0,0,0,0
AGBL3,14,6,12,5,12,9,21,5
AGBL4,0,0,0,0,0,0,0,0
AGBL4-AS1,0,0,0,0,0,0,0,0
AGBL4-IT1,0,0,0,0,0,0,0,0
AGBL5,41,24,65,30,42,22,88,27
AGBL5-AS1,1,0,3,0,1,1,1,1
AGER,1,0,0,0,0,24,0,0
AGER_1,0,0,0,0,0,0,0,0
AGER_2,0,13,0,0,0,22,0,0
AGER_3,0,0,0,0,0,0,0,0
AGER_4,0,0,0,0,0,0,0,0
AGER_5,0,0,0,0,0,0,8,0
AGER_6,4,0,3,3,3,0,5,1
AGFG1,1211,1101,828,907,1279,1242,1407,954
AGFG2,68,42,101,47,57,44,135,38
AGGF1,393,345,329,307,211,210,347,194
AGK,5,4,17,6,22,16,48,9
AGK_1,0,0,0,0,0,0,0,0
AGK-DT,0,0,0,0,0,0,0,0
AGL,210,89,163,133,145,77,250,106
AGMAT,10,8,16,4,11,11,37,5
AGMO,3,5,0,4,4,3,3,14
AGO1,4447,3786,3820,2825,1086,2577,3322,1371
AGO2,6899,4541,6279,4577,8350,7162,11706,6942
AGO3,1555,688,1054,775,2032,865,1823,900
AGO4,8863,6273,6730,7112,3081,4789,6623,4005
AGPAT1,0,45,0,20,0,27,1,18
AGPAT1_1,0,0,0,0,0,0,0,0
AGPAT1_2,0,0,0,0,0,0,0,1
AGPAT1_3,0,0,0,0,0,0,0,0
AGPAT1_4,0,0,0,0,0,0,0,0
AGPAT1_5,0,0,0,0,0,0,0,0
AGPAT1_6,0,0,0,0,0,0,0,0
AGPAT2,403,749,365,392,181,470,334,226
AGPAT3,372,200,531,337,374,182,692,291
AGPAT4,70,186,187,72,125,90,300,95
AGPAT4-IT1,10,7,16,6,9,6,21,6
AGPAT5,0,0,0,0,0,0,0,0
AGPAT5_1,0,0,0,0,0,0,0,0
AGPS,189,71,140,96,117,67,199,68
AGR2,0,0,0,0,0,0,0,0
AGR3,0,0,0,0,0,0,0,0
AGRN,89,48,119,57,271,130,409,172
AGRP,0,0,0,0,1,0,0,0
AGT,0,0,0,0,0,0,0,0
AGTPBP1,3002,2050,2103,2514,1590,1990,2649,1537
AGTR1,0,0,0,0,0,0,0,0
AGTR2,0,0,0,0,0,0,0,0
AGTRAP,1967,1990,1653,1125,5326,6761,7435,5014
AGXT,0,0,0,0,0,0,0,0
AGXT2,1,0,0,0,0,0,0,0
AHCTF1,4877,3067,3594,4253,818,1484,2420,1523
AHCTF1P1,608,307,435,497,82,143,298,147
AHCY,54,39,76,45,54,35,140,37
AHCYL1,1574,1261,1376,1184,1253,1453,2173,1157
AHCYL2,126,87,120,92,71,55,126,37
AHDC1,202,127,269,108,571,601,895,459
AHI1,30,16,113,37,46,23,170,29
AHI1-DT,0,1,0,0,0,0,0,0
AHNAK,1475,703,2496,753,1205,940,4286,727
AHNAK2,1,1,6,2,0,1,5,0
AHR,99,56,125,64,158,95,230,74
AHRR,0,0,0,0,0,0,0,0
AHSA1,322,371,348,285,243,325,449,283
AHSA2P,1198,754,1071,841,785,776,1458,811
AHSG,0,0,0,0,0,0,0,0
AHSP,0,0,0,2,0,0,1,0
AICDA,2,3,2,2,6,17,15,13
AIDA,76,50,86,79,58,27,109,33
AIF1,0,0,0,0,0,0,0,0
AIF1_1,0,0,0,0,0,0,0,0
AIF1_2,51,40,1,50,41,30,1,29
AIF1_3,0,4,0,0,0,5,1,0
AIF1_4,0,1,0,1,2,8,1,0
AIF1_5,1,1,0,0,0,0,1,0
AIF1L,0,0,2,0,1,0,0,0
AIFM1,93,82,117,85,66,42,186,40
AIFM2,20,25,25,7,21,28,47,14
AIFM3,2,6,2,5,4,3,7,0
AIG1,352,251,161,175,474,353,356,326
AIM2,753,317,135,338,914,244,373,334
AIMP1,94,58,120,42,133,67,240,73
AIMP2,12,10,17,7,8,11,41,5
AIP,390,570,502,392,227,267,541,216
AIPL1,0,1,0,0,0,0,0,0
AIRE,0,0,1,0,0,0,1,0
AIRIM,39,36,43,29,41,22,89,19
AIRN,3,0,3,0,2,1,2,1
AJAP1,19,2,8,7,6,7,10,20
AJM1,3,4,11,6,5,3,34,9
AJUBA,6,5,13,3,2,2,13,3
AJUBA-DT,2,1,1,1,1,6,6,1
AK1,0,0,1,0,0,0,1,0
AK2,1414,1911,1529,1336,2330,2870,3216,2017
AK3,62,30,87,54,107,37,130,60
AK4,6,2,2,5,227,152,114,85
AK5,4,1,2,2,2,0,7,1
AK6,0,0,0,0,0,0,0,0
AK6_1,0,0,0,0,0,0,0,0
AK6_2,0,0,0,0,0,0,0,0
AK7,0,0,0,1,0,0,0,0
AK8,0,0,1,0,0,0,1,0
AK9,93,41,81,56,41,53,120,49
AKAIN1,0,0,0,0,0,0,0,0
AKAP1,45,17,82,19,54,32,157,23
AKAP10,1109,1007,1037,994,695,870,1307,862
AKAP11,226,97,328,173,188,96,478,125
AKAP12,80,17,10,19,102,13,36,16
AKAP13,2187,1037,2565,1838,2282,1460,4608,1936
AKAP14,0,0,0,0,0,0,0,0
AKAP17A,0,0,0,0,0,0,0,0
AKAP17A_1,0,0,0,1,1,1,58,0
AKAP17BP,0,0,0,2,0,0,0,0
AKAP1-DT,1,0,0,0,0,2,2,0
AKAP3,2,0,3,0,0,0,3,0
AKAP4,0,0,0,0,0,0,0,0
AKAP5,23,4,77,6,12,6,116,9
AKAP6,1,0,6,0,1,1,12,0
AKAP7,9,12,25,7,11,7,32,5
AKAP8,685,778,702,647,451,529,926,467
AKAP8L,1522,1680,1475,1363,903,1280,1659,896
AKAP9,1491,444,1105,862,612,236,1246,395
AKIP1,8,2,16,2,19,5,22,3
AKIRIN1,3062,2510,2174,2224,4220,3615,4372,2683
AKIRIN2,1821,1879,1854,1792,1533,2978,3305,1884
AKNA,17901,22014,18143,14621,16439,17046,28020,13602
AKNAD1,0,0,0,0,0,0,0,1
AKR1A1,665,520,592,356,355,1690,1389,825
AKR1B1,60,28,150,30,73,43,289,32
AKR1B10,0,0,0,0,0,0,0,0
AKR1B15,0,0,0,0,0,0,0,0
AKR1C1,9,11,2,2,4,7,7,0
AKR1C2,1,1,0,0,1,1,3,0
AKR1C3,101,159,61,87,20,65,87,30
AKR1C4,13,5,8,3,1,6,3,4
AKR1C6P,0,0,0,0,0,0,0,0
AKR1C8,7,2,7,2,0,4,6,4
AKR1D1,0,0,0,0,0,0,0,0
AKR1E2,3,0,7,0,11,0,13,4
AKR7A2,32,27,54,29,25,18,74,17
AKR7A2P1,0,0,0,0,0,0,0,0
AKR7A2P1_1,0,0,0,0,0,0,0,0
AKR7A3,2,0,1,0,0,0,2,2
AKR7L,1,0,5,1,0,1,3,0
AKT1,5290,4974,5112,4214,1968,2545,3859,1771
AKT1S1,132,142,156,105,77,105,168,84
AKT2,1680,2023,1770,1576,1192,1339,1966,1159
AKT3,0,0,0,0,1,0,0,0
AKT3_1,0,0,0,0,0,0,0,0
AKT3-IT1,0,0,0,0,0,0,0,0
AKT3-IT1_1,0,0,0,0,0,0,0,0
AKTIP,359,371,342,366,103,121,278,122
ALAD,238,160,272,184,101,84,258,112
ALAS1,490,373,422,386,362,472,834,402
ALAS2,0,1,1,0,2,0,1,0
ALB,0,0,0,1,1,0,1,0
ALCAM,558,319,232,440,1394,595,621,687
ALDH16A1,189,120,231,161,150,124,344,118
ALDH18A1,36,12,94,19,42,16,202,27
ALDH1A1,10,1,0,4,7,5,6,12
ALDH1A2,24,29,18,9,34,37,53,42
ALDH1A2-AS1,0,0,0,2,0,0,0,0
ALDH1A3,1,1,1,2,0,0,0,2
ALDH1A3-AS1,8,3,9,6,1,1,4,1
ALDH1B1,4,2,5,3,2,5,22,2
ALDH1L1,0,0,0,0,0,0,0,0
ALDH1L1-AS1,0,0,0,0,0,0,0,0
ALDH1L1-AS2,0,0,0,0,0,0,0,0
ALDH1L2,1,2,0,0,4,2,0,2
ALDH2,404,225,177,91,660,199,233,79
ALDH3A1,1,0,0,0,0,0,0,0
ALDH3A2,58,29,102,29,24,22,122,20
ALDH3B1,505,685,484,497,151,746,564,279
ALDH3B2,1,2,1,0,0,0,0,0
ALDH4A1,14,30,17,10,15,47,26,18
ALDH5A1,17,10,35,7,19,10,50,6
ALDH6A1,46,15,42,28,25,10,48,13
ALDH7A1,0,1,2,0,1,0,1,0
ALDH8A1,7,3,3,3,9,12,25,12
ALDH9A1,975,921,917,860,577,861,1244,641
ALDOA,408,825,512,381,428,636,635,326
ALDOB,10,2,5,1,2,1,11,4
ALDOC,72,188,96,62,151,574,259,99
ALG1,8,11,41,10,18,7,55,13
ALG10,12,4,11,7,13,4,32,5
ALG10B,24,1,51,10,35,7,53,16
ALG11,29,9,26,16,38,18,47,10
ALG12,243,184,245,195,153,147,327,134
ALG13,241,185,298,141,378,188,611,213
ALG14,5,2,3,2,4,4,10,2
ALG14-AS1,0,0,0,0,0,0,0,0
ALG1L1P,1,3,2,1,1,0,5,0
ALG1L2,1,2,2,0,1,0,0,0
ALG1L9P,0,0,0,0,1,0,1,0
ALG2,172,152,178,149,404,279,522,172
ALG3,25,15,39,14,30,17,92,24
ALG5,18,11,39,28,25,13,68,12
ALG6,78,51,70,63,48,25,113,34
ALG8,20,9,34,6,20,11,70,10
ALG9,28,17,58,13,50,10,120,14
ALK,0,0,0,0,0,1,1,0
ALKAL1,0,0,0,0,0,0,0,0
ALKAL2,1,1,0,1,1,3,2,1
ALKBH1,84,74,77,82,120,94,194,103
ALKBH2,5,5,15,5,10,7,40,4
ALKBH3,35,18,48,37,38,26,79,33
