Geneid,RHLPS_1,RHLPS_2,RHLPS_3,RHLPS_4,RH_1,RH_2,RH_3,RH_4
AGO3,486,267,237,200,318,287,297,187
AGO4,1289,1235,623,559,1503,1425,959,805
AGPAT1,0,6,0,0,0,9,0,1
AGPAT1_1,0,0,0,0,0,0,0,0
AGPAT1_2,0,0,0,0,0,0,0,0
AGPAT1_3,0,0,0,0,0,0,0,0
AGPAT1_4,0,0,0,0,0,0,0,0
AGPAT1_5,0,0,0,0,0,0,0,0
AGPAT1_6,0,0,0,0,0,0,0,0
AGPAT2,239,264,140,149,265,406,231,230
AGPAT3,154,87,145,98,95,61,148,73
AGPAT4,38,45,53,27,35,77,88,24
AGPAT4-IT1,5,2,1,1,3,3,3,6
AGPAT5,0,0,0,0,0,0,0,0
AGPAT5_1,0,0,0,0,0,0,0,0
AGPS,82,27,45,24,47,33,41,31
AGR2,0,0,0,0,0,0,0,0
AGR3,0,0,0,0,0,0,0,0
AGRN,78,42,65,46,31,23,45,43
AGRP,1,0,0,0,0,0,0,0
AGT,0,0,0,0,0,1,0,0
AGTPBP1,538,548,308,289,595,585,396,331
AGTR1,0,0,0,0,0,0,0,0
AGTR2,0,0,0,0,0,0,0,0
AGTRAP,1418,1569,894,777,365,377,535,178
AGXT,0,0,0,0,0,0,0,0
AGXT2,0,0,0,0,0,0,0,0
AHCTF1,430,429,215,256,1208,1278,452,707
AHCTF1P1,51,42,27,27,165,139,50,88
AHCY,44,24,40,18,26,28,41,16
AHCYL1,814,762,473,401,501,524,532,299
AHCYL2,19,13,27,8,31,22,27,7
AHDC1,111,93,68,42,40,28,74,26
AHI1,68,42,47,53,29,36,49,40
AHI1-DT,0,0,0,0,0,0,0,0
AHNAK,378,277,488,140,212,191,629,119
AHNAK2,0,1,0,1,0,0,2,0
AHR,110,91,67,66,49,26,75,24
AHRR,0,0,0,0,0,0,0,0
AHSA1,105,77,77,61,72,93,96,62
AHSA2P,392,329,281,188,300,327,297,196
AHSG,1,0,0,0,0,0,0,0
AHSP,0,0,0,0,0,0,0,0
AICDA,2,5,1,4,1,1,2,0
AIDA,63,63,35,25,88,63,39,39
AIF1,0,0,0,0,0,0,0,0
AIF1_1,1,0,0,0,0,1,0,0
AIF1_2,12,14,1,2,14,8,0,2
AIF1_3,0,1,1,0,0,1,0,1
AIF1_4,1,8,0,0,0,0,0,0
AIF1_5,0,0,0,0,0,1,0,0
AIF1L,0,0,1,1,1,0,0,0
AIFM1,53,46,40,13,58,45,46,36
AIFM2,8,10,8,4,4,5,6,1
AIFM3,2,6,0,0,1,1,5,0
AIG1,209,178,85,86,151,150,86,70
AIM2,130,58,83,83,158,163,76,92
AIMP1,75,41,48,28,19,30,50,19
AIMP2,16,19,6,3,7,11,8,4
AIP,170,199,159,81,162,174,224,100
AIPL1,1,0,0,1,1,0,1,0
AIRE,2,0,0,0,0,0,0,0
AIRIM,21,15,10,11,12,9,20,10
AIRN,0,0,2,0,1,0,2,0
AJAP1,4,1,3,6,5,2,1,5
AJM1,5,9,8,4,6,8,7,4
AJUBA,2,1,2,0,2,4,3,0
AJUBA-DT,5,0,0,0,0,1,0,0
AK1,0,0,0,0,0,0,0,0
AK2,593,1258,442,425,392,871,525,288
AK3,42,32,34,31,26,31,35,22
AK4,65,60,45,38,8,17,16,5
AK5,1,0,0,0,1,0,0,0
AK6,0,0,0,0,0,0,0,0
AK6_1,0,0,0,0,0,0,0,0
AK6_2,0,0,0,0,0,0,0,0
AK7,1,0,0,0,0,0,0,0
AK8,0,0,0,0,1,0,0,0
AK9,24,15,10,3,15,7,19,6
AKAIN1,0,0,0,0,0,0,0,0
AKAP1,53,32,44,14,24,31,52,20
AKAP10,421,396,229,229,350,354,317,253
AKAP11,130,121,120,79,83,112,134,76
AKAP12,91,7,14,10,61,22,29,9
AKAP13,1636,1046,1080,789,1072,823,1150,796
AKAP14,0,0,0,0,0,0,0,0
AKAP17A,0,0,0,0,0,0,0,0
AKAP17A_1,0,1,2,0,0,0,4,0
AKAP17BP,0,0,0,0,0,1,0,0
AKAP1-DT,1,0,0,0,0,0,1,0
AKAP3,0,2,0,0,0,1,2,0
AKAP4,0,0,0,0,0,0,0,0
AKAP5,27,53,34,20,20,8,50,12
AKAP6,0,1,2,0,0,0,3,1
AKAP7,0,3,4,1,1,4,6,3
AKAP8,345,322,225,203,237,346,275,180
AKAP8L,296,373,209,167,373,468,301,207
AKAP9,347,152,225,153,351,209,279,223
AKIP1,5,2,10,0,6,3,5,2
AKIRIN1,1661,1294,824,717,858,927,802,520
AKIRIN2,682,738,533,375,306,386,415,241
AKNA,5781,5193,3985,2724,3237,4185,3822,1628
AKNAD1,0,0,0,0,0,0,0,0
AKR1A1,456,497,290,203,136,89,302,94
AKR1B1,45,13,55,23,23,10,56,12
AKR1B10,0,0,0,0,0,0,0,0
AKR1B15,0,0,0,0,0,0,0,0
AKR1C1,0,3,2,1,6,5,2,1
AKR1C2,1,0,0,0,0,0,0,0
AKR1C3,4,10,10,8,19,57,19,22
AKR1C4,1,0,1,0,1,0,3,0
AKR1C6P,0,0,0,0,0,0,0,0
AKR1C8,2,0,0,1,0,0,0,0
AKR1D1,0,0,0,0,0,0,0,0
AKR1E2,5,4,2,3,3,1,1,6
AKR7A2,47,62,25,21,49,86,46,39
AKR7A2P1,0,0,0,0,0,0,0,0
AKR7A2P1_1,0,0,0,0,0,0,0,0
AKR7A3,2,1,0,0,1,2,2,1
AKR7L,1,0,0,0,1,3,4,0
AKT1,1677,1690,920,749,1714,1795,1320,847
AKT1S1,23,33,39,24,17,34,25,18
AKT2,798,793,526,389,678,924,717,490
AKT3,0,0,0,0,0,0,0,0
AKT3_1,0,0,0,0,0,0,0,0
AKT3-IT1,0,0,0,0,0,0,0,0
AKT3-IT1_1,0,0,0,0,0,0,0,0
AKTIP,69,64,44,33,117,156,59,74
ALAD,50,44,42,37,72,53,49,33
ALAS1,285,224,163,118,221,262,173,118
ALAS2,0,0,1,0,0,2,0,0
ALB,1,1,0,0,0,0,0,0
ALCAM,518,417,130,214,279,196,108,132
ALDH16A1,63,50,56,29,39,36,69,18
ALDH18A1,37,14,42,10,12,11,50,7
ALDH1A1,12,1,5,1,2,5,1,0
ALDH1A2,119,233,80,79,54,113,79,62
ALDH1A2-AS1,2,3,1,0,2,0,1,0
ALDH1A3,1,0,0,0,1,0,1,0
ALDH1A3-AS1,2,2,2,2,0,8,0,7
ALDH1B1,28,6,13,6,7,3,13,2
ALDH1L1,0,0,0,0,0,0,0,0
ALDH1L1-AS1,0,0,0,0,0,0,0,0
ALDH1L1-AS2,0,0,0,0,0,0,0,0
ALDH1L2,4,1,1,0,2,0,1,0
ALDH2,75,74,26,16,47,51,28,13
ALDH3A1,0,0,0,0,0,0,0,0
ALDH3A2,29,16,31,7,25,17,25,17
ALDH3B1,142,193,96,107,107,114,92,73
ALDH3B2,0,0,1,1,0,2,0,0
ALDH4A1,34,53,10,14,8,19,7,9
ALDH5A1,9,3,15,2,2,1,12,0
ALDH6A1,43,41,27,20,26,41,37,23
ALDH7A1,0,0,1,0,0,0,0,1
ALDH8A1,4,1,8,8,2,1,6,1
ALDH9A1,217,186,83,72,148,196,151,84
ALDOA,256,302,153,128,231,351,236,134
ALDOB,2,0,2,1,0,2,1,1
ALDOC,50,126,43,14,36,42,38,23
ALG1,9,6,9,2,6,4,16,2
ALG10,6,2,5,2,3,2,4,2
ALG10B,8,4,19,5,5,1,11,5
ALG11,18,12,14,6,9,9,13,9
ALG12,147,158,103,87,97,118,126,63
ALG13,131,91,104,53,69,67,111,43
ALG14,1,2,3,0,1,1,3,0
ALG14-AS1,0,0,0,0,0,0,0,0
ALG1L1P,0,0,1,0,0,2,0,0
ALG1L2,0,0,2,0,1,2,1,0
ALG1L9P,0,0,0,1,0,0,0,0
ALG2,178,181,106,72,58,62,54,41
ALG3,30,13,19,6,10,4,18,8
ALG5,22,12,16,6,11,17,16,1
ALG6,33,29,22,22,33,32,29,21
ALG8,15,5,8,2,9,1,10,0
ALG9,23,7,29,7,3,14,25,6
ALK,2,1,0,0,0,1,1,0
ALKAL1,0,0,0,0,0,0,0,0
ALKAL2,0,0,1,0,0,0,0,1
ALKBH1,60,53,45,29,29,35,38,24
ALKBH2,1,5,9,1,1,2,7,0
ALKBH3,11,13,14,7,7,6,20,7
ALKBH3-AS1,0,0,0,0,0,0,1,0
ALKBH4,76,98,52,30,66,114,89,21
ALKBH5,537,693,550,410,834,1128,790,640
ALKBH6,21,23,24,13,19,19,24,10
ALKBH7,18,35,37,10,23,31,38,13
ALKBH8,14,6,18,3,8,3,15,0
ALLC,0,0,0,0,1,0,1,0
ALMS1,0,0,0,0,0,0,0,0
ALMS1_1,0,0,0,0,0,0,0,0
ALMS1-IT1,0,0,0,0,0,0,0,0
ALMS1-IT1_1,0,0,0,0,0,0,0,0
ALMS1P1,0,0,0,0,0,0,0,0
ALMS1P1_1,0,0,0,0,0,0,0,0
ALOX12,259,232,192,131,67,95,150,73
ALOX12-AS1,42,31,20,13,16,8,22,12
ALOX12B,0,0,0,0,0,0,0,0
ALOX12P2,1,2,0,1,0,2,3,0
ALOX15,552,199,98,106,165,124,79,36
ALOX15B,15,3,2,0,0,0,0,0
ALOX15P1,3,0,0,0,1,0,1,0
ALOX5,8,7,0,1,6,11,3,41
ALOX5_1,0,0,0,0,0,0,0,0
ALOX5AP,16880,15815,7838,6958,6517,8564,5684,3640
ALOXE3,0,3,0,2,0,0,0,1
ALPG,0,0,0,0,0,0,0,0
ALPI,0,0,0,0,0,0,0,0
ALPK1,652,506,382,365,337,303,292,266
ALPK2,3,6,7,7,0,1,1,2
ALPK3,5,14,14,7,17,28,15,8
ALPL,1688,4713,841,1228,1064,3751,943,930
ALPP,0,0,0,0,0,0,0,0
ALS2,248,211,145,122,206,182,169,148
ALS2CL,10,14,24,2,7,10,7,0
ALX1,0,0,0,0,0,0,0,0
ALX3,22,22,17,5,8,5,14,11
ALX4,0,1,0,0,0,0,0,0
ALYREF,534,598,357,343,224,460,339,184
AMACR,1,3,2,1,8,12,1,4
AMBN,0,0,0,0,0,0,0,0
AMBP,0,0,0,0,0,0,0,0
AMBRA1,287,247,246,160,104,106,216,99
AMD1,1038,843,561,479,1074,1089,668,592
AMDHD1,4,1,1,0,0,1,3,1
AMDHD2,1707,1943,1245,1037,566,714,1400,914
AMELX,0,0,0,1,0,0,0,0
AMELY,0,0,0,0,0,0,0,0
AMER1,6,4,19,6,9,3,12,1
AMER2,0,0,0,0,1,0,0,0
AMER3,0,0,0,0,0,0,0,0
AMFR,428,495,261,272,438,551,366,343
AMH,0,0,1,0,0,1,0,0
AMHR2,0,0,0,0,0,0,1,0
AMIGO1,11,8,14,2,13,7,20,2
AMIGO2,37,22,23,14,19,7,14,7
AMIGO3,62,49,22,22,22,27,26,20
AMMECR1,18,8,18,11,15,7,14,4
AMMECR1L,425,451,221,220,279,405,294,247
AMN,13,10,11,2,4,2,3,0
AMN1,93,110,52,73,57,62,50,53
AMOT,2,0,1,1,0,0,8,0
AMOTL1,4,2,9,1,1,2,4,0
AMOTL2,1,0,0,0,0,1,0,0
AMPD1,0,0,0,0,0,0,1,0
AMPD2,4384,6824,2459,2082,9683,10495,5554,3467
AMPD3,5571,3669,1624,2730,1177,785,785,440
AMPH,3,0,0,3,2,2,0,0
AMT,12,19,14,2,5,5,6,4
AMTN,0,0,0,0,0,0,0,0
AMY1A,0,0,0,0,0,0,0,0
AMY1B,0,1,1,0,1,0,2,0
AMY1C,0,0,0,0,0,1,0,0
AMY2A,0,0,0,0,0,0,0,0
AMY2B,85,79,50,28,59,85,57,50
AMZ1,8,9,11,10,3,3,7,2
AMZ2,116,150,152,105,105,122,171,89
AMZ2P1,127,98,116,127,157,125,173,158
ANAPC1,21,4,22,8,16,6,35,5
ANAPC10,16,26,13,17,9,15,18,11
ANAPC11,177,224,132,103,150,231,160,112
ANAPC13,145,189,88,83,217,278,112,143
ANAPC15,21,20,10,9,19,28,18,13
ANAPC16,842,649,436,389,358,337,416,201
ANAPC1P1,0,0,0,0,1,0,0,0
ANAPC1P2,42,41,35,25,55,54,36,32
ANAPC1P4,0,1,1,0,0,0,0,0
ANAPC1P6,0,0,0,0,0,0,0,0
ANAPC2,240,237,231,134,145,183,244,119
ANAPC4,145,170,104,77,126,151,129,75
ANAPC5,561,349,324,156,182,139,303,130
ANAPC7,145,117,99,79,70,116,113,86
ANG,0,1,0,1,2,1,1,0
ANGEL1,21,28,51,18,30,18,51,20
ANGEL2,114,82,72,45,91,74,81,54
ANGPT1,7,2,2,2,9,6,3,4
ANGPT2,0,1,0,0,0,0,0,0
ANGPT4,4,5,5,4,4,1,0,0
ANGPTL1,0,0,0,0,1,0,0,0
ANGPTL2,1,2,1,0,1,0,0,1
ANGPTL3,0,0,0,0,0,0,0,0
ANGPTL4,1,1,2,1,2,1,0,3
ANGPTL5,0,0,0,0,0,0,1,0
ANGPTL6,2,5,6,1,2,1,6,2
ANGPTL7,0,1,1,0,1,0,0,0
ANGPTL8,0,0,0,0,0,0,0,0
ANHX,0,0,0,1,0,0,0,0
ANK1,9,12,20,1,10,6,22,3
ANK2,1,0,0,1,0,1,0,0
ANK2-AS1,0,0,0,0,0,0,0,0
ANK3,14,10,14,3,17,2,16,1
ANK3-DT,0,1,0,0,0,0,0,0
ANKAR,4,6,5,2,1,5,2,1
ANKDD1A,479,200,229,266,169,84,161,124
ANKDD1B,0,0,0,0,0,0,0,0
ANKEF1,7,0,9,4,3,2,7,2
ANKFN1,0,0,0,0,0,0,0,0
ANKFY1,433,414,340,226,485,433,436,310
ANKH,289,183,202,75,139,109,219,70
ANKHD1,135,124,99,84,54,78,78,43
ANKHD1-DT,15,19,11,23,7,9,10,7
ANKHD1-EIF4EBP3,11,11,5,4,4,7,7,2
ANKIB1,170,102,138,61,110,66,133,46
ANKK1,0,3,1,1,2,2,2,0
ANKLE1,48,33,42,35,9,4,25,4
ANKLE2,2670,3903,1312,1737,1198,1556,1173,863
ANKMY1,47,48,54,16,42,75,75,20
ANKMY2,69,89,44,55,133,208,92,114
ANKRA2,160,127,69,68,107,87,71,58
ANKRD1,0,0,0,0,0,0,0,0
ANKRD10,1298,1112,656,579,821,508,623,407
ANKRD11,1613,1513,1010,1046,1451,1707,1470,1094
ANKRD12,5343,2589,2333,1705,1385,946,2093,833
ANKRD13A,3470,3518,1813,1690,1854,2227,1727,1063
ANKRD13B,5,1,0,1,0,1,0,0
ANKRD13C,51,19,28,14,32,18,31,21
ANKRD13C-DT,0,1,1,0,2,0,0,1
ANKRD13D,1009,1194,615,449,1373,1751,1024,783
ANKRD16,8,13,10,5,5,7,8,3
ANKRD17,1023,821,509,458,725,782,791,562
ANKRD17-DT,0,0,2,0,3,1,4,0
ANKRD18A,7,1,3,0,4,1,1,3
ANKRD18B,0,0,0,0,0,0,0,0
ANKRD18CP,0,0,0,0,0,0,3,0
ANKRD18DP,0,1,0,0,0,1,0,0
ANKRD18DP_1,0,0,0,0,0,0,0,0
ANKRD19P,8,2,7,4,1,9,3,3
ANKRD2,0,1,0,0,0,1,0,0
ANKRD20A1,0,0,0,0,0,0,0,0
ANKRD20A11P,0,0,0,0,0,0,0,0
ANKRD20A12P,0,0,0,0,0,0,0,0
ANKRD20A12P_1,0,0,0,0,0,0,0,0
ANKRD20A19P,0,0,0,0,0,0,0,0
ANKRD20A21P,0,0,0,0,0,0,0,0
ANKRD20A2P,0,0,0,0,0,0,0,0
ANKRD20A3P,0,0,0,0,0,0,0,0
ANKRD20A4-ANKRD20A20P,3,1,0,0,0,0,0,0
ANKRD20A5P,1,0,0,0,1,0,2,1
ANKRD20A8P,0,0,0,0,0,0,0,0
ANKRD20A9P,0,0,0,0,0,0,0,0
ANKRD20A9P_1,0,0,0,0,0,0,0,0
ANKRD22,42,11,26,14,79,70,20,12
ANKRD23,16,24,10,18,12,21,22,13
ANKRD24,3,2,2,1,3,3,0,0
ANKRD26,21,14,19,8,4,3,31,2
ANKRD26P1,0,0,0,0,0,1,1,0
ANKRD26P3,0,1,0,0,0,0,0,0
ANKRD27,106,94,78,53,77,112,128,79
ANKRD28,86,133,54,54,42,39,50,44
ANKRD29,0,0,0,0,0,0,0,0
ANKRD30A,1,0,1,0,0,0,0,0
ANKRD30B,1,0,0,0,0,0,0,0
ANKRD30BL,0,0,0,0,0,0,0,0
ANKRD30BP2,0,0,0,0,0,0,0,0
ANKRD30BP3,0,0,0,0,0,0,0,0
ANKRD31,0,0,1,0,0,2,1,1
ANKRD33,6,28,22,14,1,2,5,6
ANKRD33B,3359,2494,1344,1322,629,646,1013,357
ANKRD34A,4,4,5,5,3,0,2,4
ANKRD34B,14,12,2,4,18,15,7,8
ANKRD34C,0,0,0,0,0,0,0,0
ANKRD34C-AS1,0,0,0,0,0,0,0,0
ANKRD35,0,0,0,0,0,0,0,0
ANKRD36,0,0,0,0,0,0,0,0
ANKRD36_1,1,1,0,1,1,0,3,0
ANKRD36B,0,1,1,0,1,0,0,0
ANKRD36B_1,1,0,1,0,0,0,2,0
ANKRD36BP1,0,0,0,0,0,0,0,0
ANKRD36BP2,3,1,1,0,1,0,1,0
ANKRD36C,18,11,6,2,7,7,9,10
ANKRD37,3,9,3,1,5,2,3,4
ANKRD39,17,18,15,9,24,26,21,17
ANKRD40,78,63,52,48,65,55,51,32
ANKRD40CL,0,0,0,0,0,0,0,2
ANKRD42,52,55,30,21,18,32,22,17
ANKRD42-DT,8,7,3,5,4,8,3,4
ANKRD44,817,548,406,204,1604,861,773,415
ANKRD44-AS1,0,0,0,0,0,0,2,0
ANKRD44-DT,4,0,0,2,3,1,1,2
ANKRD44-IT1,7,2,2,3,3,3,2,3
ANKRD45,0,0,0,0,1,1,0,0
ANKRD46,16,5,10,5,7,8,17,5
ANKRD49,211,127,110,93,121,102,85,57
ANKRD50,53,41,26,16,37,31,39,27
ANKRD52,412,473,321,232,392,508,412,313
ANKRD53,3,2,3,2,0,1,3,3
ANKRD54,44,71,41,26,37,103,63,33
ANKRD55,5,3,2,1,6,3,1,1
ANKRD6,53,44,27,15,38,43,48,25
ANKRD60,0,0,1,0,0,0,0,0
ANKRD61,11,1,3,7,4,5,4,3
ANKRD62,0,0,0,0,0,0,0,0
ANKRD62P1-PARP4P3,1,0,0,0,0,0,0,0
ANKRD63,3,1,0,1,1,2,0,0
ANKRD65,0,0,0,0,0,0,0,0
ANKRD65-AS1,0,0,0,0,0,0,0,0
ANKRD66,4,1,4,2,0,0,0,1
ANKRD7,0,0,0,0,0,0,0,0
ANKRD9,194,207,123,131,200,314,198,150
ANKS1A,193,172,99,89,233,296,228,159
ANKS1B,0,0,0,2,1,0,0,1
ANKS3,9,3,19,9,9,18,26,11
ANKS4B,0,0,0,0,0,0,0,0
ANKS4B_1,0,0,0,0,0,0,0,0
ANKS6,11,3,7,4,8,5,22,1
ANKUB1,2,5,0,1,0,3,2,3
ANKZF1,214,220,202,86,486,544,293,234
ANLN,2,1,1,0,2,0,2,0
ANO1,1,0,1,0,0,0,0,0
ANO10,37,58,32,22,101,116,65,49
ANO2,0,1,1,0,1,0,0,0
ANO3,0,0,0,0,0,0,0,0
ANO3-AS1,0,0,0,0,0,0,0,0
ANO4,0,0,0,0,0,0,1,0
ANO4_1,0,0,0,0,0,0,0,0
ANO5,0,1,0,0,0,0,0,0
ANO6,117,31,45,20,51,25,40,25
ANO7,4,4,4,3,0,5,3,4
ANO7L1,0,0,0,0,0,0,0,0
ANO7L1_1,0,0,0,0,0,0,0,0
ANO8,12,3,6,4,9,11,20,1
ANO9,25,21,43,9,18,9,51,4
ANOS1,3,0,2,3,8,3,2,0
ANP32A,5147,3751,1944,1731,1282,1225,1280,702
ANP32A-IT1,53,26,18,24,13,8,17,9
ANP32AP1,21,10,11,11,9,5,4,10
ANP32B,1596,1931,928,966,1298,1874,1050,1112
ANP32D,9,12,2,2,5,1,2,1
ANP32E,528,298,242,124,125,92,218,46
ANPEP,23141,36069,9721,14192,18903,29596,11911,10916
ANTKMT,6,4,16,2,10,6,13,4
ANTXR1,3,2,0,1,1,0,1,0
ANTXR2,1654,4084,928,1382,1769,3482,1456,1294
ANTXRL,0,0,1,0,0,0,0,0
ANTXRLP1,1,1,3,1,4,2,8,0
ANXA1,349,560,280,255,293,839,401,381
ANXA10,0,0,0,0,0,0,1,0
ANXA11,1272,2018,1022,1054,2843,3945,1893,2163
ANXA13,0,0,0,0,0,0,0,0
ANXA2,205,77,120,46,70,59,136,44
ANXA2P1,4,0,1,0,2,0,3,0
ANXA2P2,10,5,8,1,8,5,6,2
ANXA2P3,1,0,0,0,0,0,0,0
ANXA2R,24,12,39,8,39,17,37,13
ANXA2R-AS1,32,32,10,13,51,32,20,31
ANXA2R-OT1,34,46,8,13,35,51,22,8
ANXA3,308,506,121,253,151,312,103,144
ANXA4,100,69,22,11,30,25,17,10
ANXA5,2225,2752,1543,1580,402,654,797,399
ANXA6,213,156,151,39,94,85,115,42
ANXA7,2810,2465,1542,1310,725,782,1022,394
ANXA8,0,0,0,0,0,0,0,0
ANXA8_1,0,0,0,0,0,0,0,0
ANXA8L1,0,0,0,0,0,0,0,0
ANXA9,17,28,12,20,42,66,33,40
AOAH,611,865,400,299,287,346,357,165
AOAH-IT1,1,12,2,6,0,3,0,0
AOC1,82,94,8,10,37,34,6,15
AOC2,45,82,36,46,56,115,55,48
AOC3,40,71,41,29,52,113,47,22
AOC4P,0,0,2,0,0,2,2,2
AOPEP,17,11,21,8,11,16,24,16
AOX1,0,0,0,0,0,0,0,0
AOX3P-AOX2P,0,0,0,0,0,0,0,0
AP1AR,260,150,153,110,21,24,115,42
AP1AR-DT,5,3,2,0,0,1,4,0
AP1B1,406,334,334,246,164,182,287,160
AP1B1P1,0,0,0,0,0,0,0,0
AP1G1,2185,1480,1038,975,1222,1184,1162,810
AP1G2,107,103,121,52,117,96,132,62
AP1G2-AS1,20,11,18,6,20,21,15,6
AP1M1,296,538,250,203,326,654,380,258
AP1M2,1,8,2,1,8,27,4,2
AP1S1,14,13,7,14,11,8,15,11
AP1S2,1042,682,479,445,273,205,381,153
AP1S3,369,116,144,121,7,8,61,5
AP2A1,628,551,320,305,568,665,463,348
AP2A2,7,1,6,0,9,4,10,6
AP2A2_1,6,8,0,5,4,11,0,5
AP2A2_2,1,2,0,0,1,6,1,1
AP2B1,887,708,574,444,696,951,786,677
AP2M1,497,666,460,228,643,1075,627,399
AP2S1,110,116,82,50,66,86,80,39
AP3B1,437,334,211,201,265,305,267,142
AP3B2,3,3,2,3,0,5,1,0
AP3D1,1231,1283,844,657,464,731,855,456
AP3M1,160,173,92,88,145,155,116,93
AP3M2,346,337,250,220,277,284,305,266
AP3S1,102,108,63,49,82,140,76,61
AP3S2,20,11,10,15,7,8,8,4
AP4B1,80,89,71,58,158,190,111,100
AP4B1-AS1,12,3,11,3,14,13,16,4
AP4E1,148,67,68,50,74,26,58,35
AP4M1,515,529,303,203,256,271,340,148
AP4S1,36,23,20,7,22,11,35,11
AP5B1,1156,1050,1181,798,1071,1256,1142,758
AP5M1,177,102,74,80,100,101,75,60
AP5S1,37,36,34,14,29,31,30,21
AP5Z1,2669,2083,2211,1333,804,1044,1582,704
APAF1,1000,672,235,384,590,518,323,353
APBA1,1,0,0,1,0,0,0,0
APBA1_1,0,0,0,0,0,0,0,0
APBA2,1,0,0,0,0,0,0,0
APBA2_1,0,0,0,0,0,0,0,0
APBA2_2,0,0,0,0,0,0,0,0
APBA3,641,700,526,370,149,143,440,102
APBB1,46,46,72,3,21,28,90,3
APBB1IP,472,651,208,320,1035,1207,522,744
APBB2,3,12,4,5,10,6,6,9
APBB3,305,306,208,207,309,499,354,317
APC,576,420,281,222,521,451,446,250
APC2,23,46,34,42,18,33,36,26
APCDD1,0,0,1,0,0,0,0,0
APCDD1L,0,0,0,0,0,0,0,0
APCDD1L-DT,1,0,0,1,0,0,0,0
APCS,1,0,0,0,0,0,1,0
APEH,91,111,83,37,127,180,111,73
APELA,0,0,0,0,0,0,0,0
APEX1,0,0,0,0,3,0,0,0
APEX1_1,0,0,0,0,0,0,0,0
APEX2,85,88,61,54,51,61,71,32
APH1A,657,628,376,330,375,442,448,222
APH1B,151,103,83,39,113,81,67,34
API5,222,165,190,112,173,134,206,114
APIP,37,22,22,21,24,24,29,13
APLF,35,27,12,18,1,1,12,1
APLN,0,0,0,0,2,0,1,0
APLNR,0,0,0,0,0,0,0,0
APLP1,5,5,10,6,2,0,0,0
APLP2,7903,8263,3820,4058,3470,5613,3359,2345
APMAP,1016,1277,520,555,654,952,586,429
APOA1,0,2,0,0,0,1,0,0
APOA1-AS,4,4,3,6,2,4,6,1
APOA2,28,12,6,7,1,0,7,2
APOA4,0,2,0,0,0,0,0,0
APOA5,0,0,0,0,0,0,0,0
APOB,0,0,0,0,0,0,0,0
APOB_1,0,0,0,0,0,0,0,0
APOBEC1,0,0,0,0,0,0,0,0
APOBEC2,0,0,2,0,1,1,1,2
APOBEC3A,324,3,418,158,351,2,590,250
APOBEC3A_B,204,237,108,109,267,278,193,137
APOBEC3B,10,2,13,5,2,0,3,2
APOBEC3B-AS1,0,0,0,0,0,0,0,0
APOBEC3C,93,39,131,52,66,52,93,46
APOBEC3D,36,14,27,16,17,18,37,14
APOBEC3F,32,36,51,22,38,29,46,24
APOBEC3G,107,41,205,72,80,73,183,63
APOBEC3H,6,0,3,6,2,2,5,5
APOBEC4,3,0,0,0,1,0,0,1
APOBR,5230,6684,2916,3088,3759,6355,2938,2755
APOC1,0,0,0,0,0,1,0,0
APOC1P1,0,0,0,0,0,0,0,0
APOC2,0,0,0,0,0,0,0,0
APOC3,0,0,0,0,0,0,0,0
APOC4,0,0,0,0,0,0,0,0
APOC4-APOC2,0,0,0,0,0,0,0,0
APOD,2,1,0,0,3,1,1,0
APOE,5,1,0,1,0,0,0,0
APOF,0,0,0,1,0,0,0,0
APOH,0,0,0,0,0,1,0,0
APOL1,190,140,222,226,290,265,244,308
APOL2,728,633,419,459,730,777,535,594
APOL3,112,32,185,46,34,21,123,21
APOL4,1,0,1,1,2,0,2,0
APOL5,0,0,0,0,0,0,0,0
APOL5_1,0,0,0,0,0,0,0,0
APOL6,643,193,602,531,451,242,493,401
APOLD1,11,32,8,5,10,9,15,6
APOM,0,0,0,0,0,0,0,0
APOM_1,0,0,0,0,0,0,0,0
APOM_2,0,0,0,0,0,0,0,0
APOM_3,0,0,0,0,0,0,0,0
APOM_4,0,0,0,0,0,0,0,0
APOM_5,0,0,0,0,0,0,0,0
APOM_6,0,0,0,0,0,0,0,0
APOO,24,13,12,8,22,34,15,22
APOOL,7,1,10,1,3,2,11,3
APOOP5,0,0,0,0,0,0,0,0
APP,190,168,90,70,103,108,77,66
APPAT,0,0,0,0,0,0,0,0
APPAT_1,0,0,0,0,0,0,0,0
APPBP2,336,259,189,137,192,182,171,117
APP-DT,0,0,0,0,0,0,0,0
APPL1,81,71,52,45,76,72,83,39
APPL2,364,303,154,128,631,594,285,285
APRG1,4,6,3,2,8,2,2,0
APRG1_1,0,0,0,0,0,0,0,0
APRT,79,87,70,43,50,78,103,33
APTR,17,22,13,14,38,33,19,20
APTX,73,89,50,46,60,93,63,47
AQP1,0,0,0,0,0,0,0,0
AQP10,0,2,0,1,0,0,1,0
AQP11,0,4,2,0,3,7,2,3
AQP12A,0,0,0,0,0,0,0,0
AQP12B,0,0,0,0,0,0,0,0
AQP2,0,0,0,0,0,0,0,0
AQP3,55,20,91,1,29,14,90,6
AQP4,0,0,0,0,0,0,0,0
AQP4-AS1,0,0,0,0,0,0,0,0
AQP5,0,0,0,0,0,0,2,0
AQP5-AS1,0,0,0,0,0,0,0,0
AQP6,0,0,1,0,0,0,0,1
AQP7,0,0,0,0,0,0,0,0
